姓名|角色名称|中文名|英文名|别名|粉丝名
艾德·斯克林|[('地狱男爵：血皇后崛起', '本·戴米奥'), ('铳梦', '反派'), ('模特/the model', 'shane white'), ('死侍', 'ajax'), ('玩命快递4', 'frank martin'), ('复仇之剑', 'treden'), ('杀死汝友', 'rent'), ('猛虎之家/tiger house', 'callum'), ('诺曼人：维京传奇', 'hjorr'), ('病态领土', 'ed'), ('除暴安良', 'david'), ('佩吉', 'jamie'), ('边隧谜案', 'anthony walsh'), ('权力的游戏', 'daario naharis')]|艾德·斯克林|ed skrein|the dinnerlady p.i.m.p.|无
艾洛蒂·袁|[('神战：权力之眼', '哈索尔'), ('特种部队2：复仇', '金克丝（贞子）'), ('捍卫者联盟', '艾丽卡'), ('超胆侠第二季', '艾丽卡')]|艾洛蒂·袁|elodie yung|无|无
艾米莉·布朗特|[('吉诺密欧与朱丽叶2', 'juliet (voice)'), ('欢乐满人间2', 'mary poppins'), ('猎神：冬日之战', 'freya'), ('动物饼干', 'zoe (voice)'), ('火车上的女孩', 'rachel watson'), ('边境杀手', 'kate macer'), ('魔法黑森林', "the baker's wife"), ('明日边缘', 'rita'), ('起风了', 'nahoko satomi (voice)'), ('亚瑟·纽曼', 'mike'), ('五年之约', 'violet barnes'), ('环形使者', 'sara'), ('吉诺密欧与朱丽叶', 'juliet (voice)'), ('到也门钓鲑鱼', 'harriet'), ('布偶大电影', "miss piggy's receptionist"), ('姐妹情深', 'iris'), ('命运规划局', 'elise sellas'), ('狼人', 'gwen conliffe'), ('格列佛游记', 'princess mary'), ('狂野目标', 'rose'), ('年轻的维多利亚', 'queen victoria'), ('阳光清洗', 'norah'), ('伟大的巴克·霍华德', 'valerie brennan'), ('奥斯汀书会', 'prudie'), ('查理·威尔逊的战争', 'jane liddle'), ('风杀', 'girl'), ('三个新娘一个老爸', 'ruthie draper'), ('不可抗拒', 'mara'), ('穿普拉达的女王', 'emily'), ('吉迪昂的女儿', 'natasha'), ('柯南·道尔与福尔摩斯', 'jean leckie'), ('我的夏日之恋', 'tamsin'), ('勇敢的皇后', 'isolda'), ('亨利八世', 'catherine howard'), ('辛普森一家', 'juliet hobbes (voice)'), ('帝国', 'camane'), ('尼罗河上的惨案', 'linnet ridgeway'), ('战地神探', 'lucy markham')]|艾米莉·布朗特|emily blunt|emily olivia leah blunt|无
芦菲|[('古堡之吻', '容'), ('我想有一个梦', '雷老师'), ('天天有喜2之人间有爱', '灵灵七'), ('中国刑警803', '马晓芳'), ('冒牌英雄', '村上空'), ('土地公土地婆', '姜春荷'), ('独狼', '郑海荟'), ('万家有宝', '珍珠'), ('迷失的情感', '晓微'), ('战火西北狼', '雷婷'), ('终极证据', '周云'), ('麻姑献寿', '茶花'), ('黛玉传', '麝月'), ('房奴', '小雪'), ('祈望', '李艳'), ('轩辕剑之汉之云', '明珠')]|芦 菲|luffie|菲菲|无
无|[]|无|无|无|无
苏丽|[]|苏丽|无|无|无
芦芳生|[('将军在上', '宋仁宗'), ('九州海上牧云记', '牧云勤'), ('最后的战士', '石风'), ('战火红颜', '宋鹏程'), ('第二次人生', '姜向晨'), ('幸福从天而降', '韩向东'), ('2014-02-28', '李冬青'), ('甜蜜都市', '温俊杰'), ('天使艾美丽', '葛翱'), ('抹布女也有春天', '林枫'), ('独狼', '浅野正二'), ('歧路兄弟', '林猛'), ('女人的颜色', '王进'), ('永不磨灭的番号', '山下奉武'), ('黑狐', '松本弥二'), ('将军日记', '裘彪'), ('雪豹', '孙鑫璞'), ('1980年代的爱情', '雨波'), ('陆小凤传奇之凤舞九天', '岳洋')]|芦芳生|lu fangsheng|无|无
苏小妹|[]|无|无|无|无
苏妙玲|[('天各一方', '张梅'), ('暴躁天使', '张渔'), ('曼陀罗', '苏小万')]|苏妙玲|smallwan|小万，淡定姐，修满|无
苏小明|[('亲密敌人', '艾米妈'), ('生死劫', '妈妈'), ('一个陌生女人的来信', '女孩妈'), ('我和爸爸', '小鱼妈 / 小鱼姨'), ('金牌律师', '陈秀兰'), ('恋爱的那点事儿', '于湖新妈妈'), ('北京青年', '权筝妈'), ('男人帮', '小雪妈妈'), ('我的青春谁做主', '杨尔'), ('奋斗', '杨晓芸的母亲'), ('汉武大帝', '馆陶长公主')]|苏小明|suxiaoming|无|无
苏晓彤|[('黑处有什么', '曲靖'), ('少帅', '少年首芳'), ('四十九日·祭', '苏菲')]|苏晓彤|无|无|无
苏岩|[('命中注定', '李晓彤'), ('色·戒', '马太太'), ('长恨歌', '蒋丽莉'), ('结婚七年', '郭怡敏'), ('风起云涌', '陆华'), ('相伴永远', '青年蔡畅'), ('杨守敬和吕蓓卡', '张菁'), ('愁眉笑脸', '杨晓红'), ('活着', '产科护士'), ('小爸妈', '麦琪'), ('将婚姻进行到底', '江一琳'), ('义者无敌', '小飞燕'), ('我的左手右手', '李姿(小左)'), ('大酒商', '梁紫薇'), ('川西剿匪记', '丹凤'), ('曾经与你有个梦', '乔悦'), ('青盲', '张兰'), ('那些年那些事', '甄红'), ('南下,南下', '吉林'), ('情陷巴塞罗那', '李燃'), ('完美结局', '陶琳'), ('男花匠与女经理', '何秀/马赫'), ('迷雾', '薛敏'), ('舞台姐妹', '邢月红'), ('心火', '沈冰'), ('誓不罢休', '叶 虹'), ('亲情较量', '陈锦茹'), ('曹老板的十八个秘书', '秦晓蓉'), ('与青春有关的日子', '友情客串'), ('审计报告', '罗晓慧'), ('深度打击', '闵婕'), ('老威的x计划', '郑鸥'), ('不要公开你的秘密', '林玫'), ('归途如虹', '南珍'), ('不可饶恕/爱到尽头', '赵蕾'), ('新刀马旦', '金钗'), ('婚姻的故事', '罗婉莹'), ('缉私要案组', '何菲'), ('蓝色马蹄莲', '凌润雨'), ('情到深处', '林桐'), ('贻笑大方', '友情客串'), ('都市丽人行', '韩平'), ('云雀行动', '钟晓雯'), ('黄土地蓝土地', '区小鸥'), ('壮志凌云', '吴小曼'), ('蓝色妖姬', '吕凤仙'), ('梦开始的地方', '温小雅'), ('骆驼祥子', '小福子'), ('悲欢岁月', '刘曼青')]|苏岩|sophie.su|苏妍心|无
苏晴|[]|苏晴|无|无|无
苏有朋|[('谁的青春不迷茫', '数学老师（客串）'), ('四大名捕3', '宋徽宗'), ('最佳嫌疑人', '林以泰'), ('甜蜜杀机', '王志毅'), ('三个未婚妈妈', '顾东海（客串）'), ('铜雀台', '汉献帝'), ('杀生', '牛医生'), ('密室之不可靠岸', '柳飞云'), ('少年邓恩铭', '水族壮汉（客串）'), ('星海', '萧友梅（客串）'), ('爱到底', '客串出演自己'), ('康定情歌', '李苏杰'), ('密室之不可告人', '柳飞云'), ('寻找刘三姐', '韦文德'), ('四个丘比特', '齐泊霖'), ('孤岛秘密战', '日本军长（客串）'), ('风声', '白小年'), ('爱情呼叫转移2', '郭影'), ('塔克拉玛干', '成成'), ('爱你在心口难开', '志嘉（客串）'), ('手足情', '张家聪'), ('初恋的故事', '玉海'), ('白棉花', '马成功'), ('大赢家', '施笙紫'), ('红娘', '张生'), ('四个不平凡的少年', '罗志坚'), ('重庆爱情感觉', '处男辉'), ('白太阳', '蔡悟'), ('游侠儿', '小乖'), ('天龙八部', '无崖子'), ('非缘勿扰', '陆西诺'), ('热爱', '苏明涛'), ('将计就计', '庄若龙'), ('刁蛮公主', '朱允'), ('魔术奇缘', '吴俊安'), ('情定爱琴海', '陆恩祈'), ('杨门虎将', '杨延朗（杨四郎）'), ('心动列车', '阿晃'), ('倚天屠龙记', '张无忌'), ('麻辣高校生', '赵友朋（客串）'), ('无敌县令', '杭铁生'), ('相约青春', '徐敬涛'), ('少年张三丰', '易天行'), ('情深深雨蒙蒙', '杜飞'), ('绝世双骄', '风无缺（客串）'), ('绝代双骄', '花无缺'), ('还珠格格第二部', '永琪'), ('老房有喜', '苏小鹏'), ('还珠格格', '永琪'), ('布袋和尚之仙女奇缘', '阿荣'), ('一品夫人芝麻官', '洪阿胜（客串）'), ('偶像一级棒第二单元《老式情歌》', '苏建雄（客串）'), ('母鸡带小鸭', '阿朋')]|苏有朋|alec su|乖乖虎、小乖、社长、有朋、老苏、导哥|无
苏永康|[('廉政行动2011', '张兆荣'), ('法网群英', '黄耀辉'), ('盛装舞步爱作战', '小马好友'), ('笨小孩', '何卓文'), ('让爱自由', '苏健康'), ('深情密码', '苏医师'), ('新九品芝麻官', '公孙安份'), ('功夫足球', '康医生'), ('侠医传奇', '邝耀宗'), ('齐天大圣孙悟空', '东海龙王'), ('骑呢大状', '陈大喜(喜倌)'), ('百分百感觉', '小山'), ('catwalk 俏佳人', '鲍伟聪'), ('少年五虎', '彭一健'), ('壹号皇庭i-v', '周志辉(raymond)'), ('又是冤家又聚头', '文'), ('成吉思汗', '三察'), ('2012我爱hk喜上加囍', '富豪'), ('宅男总动员:女神归来', '贝塔男'), ('东成西就2011', '温奇'), ('行运超人', '皇上'), ('六楼后座', '康sir'), ('月满抱西环', '阿基'), ('爱情白面包', '长嫡'), ('星愿', '胡医生'), ('废话小说', '表行售货员')]|苏永康|william so|吖公|无
苏菲|[]|苏菲|sofy|无|无
苏见信|[('上流俗女', '苏医生'), ('蜂蜜幸运草', '任以薰'), ('热情仲夏', '尚天翰'), ('海豚湾恋人', '客串阿信, 信乐团主唱'), ('西街少年', '客串'), ('死了都要爱', '阿信'), ('爱情不ng', '郑直'), ('18岁的勇气', '信'), ('赛车传奇', '林司哲'), ('告别的时代', '信')]|苏见信|shin|信、阿信|无
苏青|[('昆仑阙之前世今生', '竹洛'), ('我不是特工', '段思琦'), ('斗破苍穹', '云韵'), ('生死黎平', '唐海云'), ('梦想年华大三线', '陆若文（女一）'), ('特勤精英', '叶一帆（女一）'), ('金玉瑶', '言小序'), ('大汉情缘之云中歌', '许平君'), ('雪海', '花蔓（女一）'), ('黎平1934', '海云（女一）'), ('盗墓笔记', '瑶光王妃'), ('美人制造', '云净初'), ('我为宫狂2', '皇后'), ('烽火佳人', '柳颜'), ('王的女人', '月牙儿(客串)'), ('乱世佳人', '张小蝶'), ('铁血男儿夏明翰', '章妙菱'), ('倾城雪', '李明娟'), ('那是一个春天', '柏云'), ('爱在屋檐下', '何美娜'), ('生死大营救', '刘丽'), ('美人心计', '张嫣'), ('糊涂小天使', '不高兴'), ('偶像猎手', '付雨熙'), ('延禧攻略', '尔晴'), ('警戒线', '柯小曼'), ('绑架冰激凌', '阿绿'), ('狄仁杰之通天帝国', '花魁'), ('安道全与王定六', '李巧奴'), ('被雨淋湿的翅膀', '艾叶'), ('牛铃轻歌', '方小惠'), ('颐和园', '容玲公主'), ('渔蚌记', '何婷婷'), ('208', '欧阳晓饴')]|苏青|su qing|苏苏|无
苑新雨|[('恋爱恐慌症', '小柔'), ('宝岛奇遇记', '谭艳妃'), ('近在咫尺的爱恋', '姗姗'), ('窈窕绅士', '魏玲'), ('风林山火', '小林'), ('华胥引绝爱之城', '青年刘后'), ('像火花像蝴蝶', '段宁'), ('欢乐元帅', '南海三公主'), ('恋夏38℃', '李静'), ('帝锦', '明月'), ('男女生了没', '艾霓'), ('瑰宝1949', '少年李香君')]|苑新雨|renee|无|无
苗侨伟|[('使徒行者2', '卓凯'), ('私立蜀山学园', '蓝亭雨'), ('恋爱方法论', '季凯'), ('射雕英雄传', '黄药师'), ('新猛龙过江', '杜英豪'), ('青春正能量之我是女神', '骆天明'), ('使徒行者', '卓凯'), ('好心作怪', '方自力'), ('雷霆扫毒', '向荣'), ('缺宅男女', '关嘉安'), ('花开半夏', '程豪'), ('金枝玉叶', '金天桥'), ('刑警2010', '米安定'), ('老公万岁', '程琛'), ('学警狙击', '江世孝'), ('疑情别恋', '饶立天'), ('野蛮奶奶大战戈师奶', '苗侨伟'), ('岁月风云', '华文硕'), ('廉政行动2007', '陈国伟/dj'), ('学警出更', '李文升'), ('强剑', '司马飞星'), ('赌场风云', '乔正初'), ('上海传奇', '聂进'), ('学警雄心', '李文升'), ('人间蒸发', '高中正'), ('肥猫正传ii', '王家希'), ('包青天之仇之剑', '宋青云'), ('浴火凤凰', '钟豪'), ('绝代双骄', '江枫'), ('天龙神剑', '容子云'), ('妙人妙事', '高大威'), ('碧血剑', '夏雪宜'), ('杨家将', '杨延辉'), ('狄青', '狄青'), ('大厦', '辛天培'), ('生锈桥王', '董鹏飞'), ('楚留香之蝙蝠传奇', '楚留香'), ('五虎将', '五虎将'), ('天师执位', '司徒文武'), ('决战玄武门', '李世民'), ('香江花月夜', '凌宇深'), ('青锋剑影', '高渐飞'), ('射雕英雄传', '杨康'), ('射雕英雄传之东邪西毒', '杨康'), ('射雕英雄传之铁血丹心', '杨康'), ('赖布衣妙算玄机', '赖布衣'), ('赖布衣', '赖布衣'), ('戏班小子', '袁伟'), ('苏乞儿', '马坤'), ('播音人', '吕熙'), ('飞越十八层', '黄秋发'), ('神女有心', '袁伟'), ('英雄出少年', '胡惠乾'), ('过客', '欧阳刚'), ('香港八一', '周升伟'), ('飞鹰', '哈尔王子'), ('无双谱', '李司棋二表兄'), ('风雨晴', '林国尧'), ('火凤凰', '汤威臣'), ('京华春梦', '诗友'), ('千王之王', '戏院观众'), ('上海滩续集', '阿泰'), ('冲击', '林永康'), ('上海滩', '学生'), ('仁者无敌', '跟班'), ('谜证', '\xa0刑天海'), ('纽约纽约', '米先生'), ('拍的不错', 'falendo'), ('我爱香港', '三哥'), ('撕票风云', '何湛森'), ('兄弟之生死同盟', '谭颂尧')]|苗侨伟|michael miu|阿苗，三哥|无
苗圃|[('修仙记之何仙姑传', '何仙姑'), ('2016-09-13', '陈晓（康子芹）'), ('我的铁血金戈梦', '钰翠'), ('香火', '贾琼花'), ('罗龙镇女人', '杨春兰'), ('地火', '许慧珊'), ('枪侠', '刘子妍'), ('我为出嫁狂', '夏天'), ('穆桂英挂帅', '穆桂英'), ('人是铁饭是钢', '梁拉娣'), ('中国维和警察', '周婧'), ('雷锋', '方健'), ('民国往事', '梅绍珠'), ('完美结局', '陈雯霞'), ('沧海一粟', '花莲'), ('闯关东2', '宋天星'), ('根在中原', '豆花'), ('走西口', '宋天星'), ('我是一个兵', '花妮'), ('雪狼', '娜拉'), ('我们俩的婚姻', '夏小宁'), ('婚内外', '程雪逸'), ('烈日炎炎', '秋芳'), ('女人的选择', '海霞'), ('金岸', '阿楠'), ('范府大院', '玲子'), ('贞观之治', '长孙皇后'), ('梦回青河', '青莲'), ('大宋提刑官2', '玉娘'), ('卓尔的故事', '丁丁'), ('苍天有眼', '王燕'), ('宋莲生坐堂', '洪三燕'), ('绝对控制', '警官 楚晓明'), ('猜心妙手夺魂剑', '紫云'), ('大宋提刑官', '玉娘'), ('热血忠魂之独行侍卫', '兔儿'), ('婚姻陷阱', '秦诗琳/李英儿'), ('五月槐花香', '莫荷'), ('蓝色较量', '顾盼'), ('让爱随风', '王小康'), ('一路狂奔', '安小竹'), ('牛胆神偷', '桂英'), ('私人定制', '友情客串'), ('真心话大冒险', '唐菲'), ('一不留神', '范二姐'), ('让子弹飞', '马邦德前妻'), ('线人', '阿雪'), ('魔侠传之唐吉可德', '尤门客栈老板娘'), ('建国大业', '政协代表'), ('高兴', '杏胡'), ('惊情', '水云'), ('刺陵', '叨叨'), ('樱桃', '樱桃'), ('证人', '阿丽'), ('东方大港', '常文捷'), ('凤凰', '周红'), ('雪花那个飘', '胡老板'), ('陶器人形', '叶月'), ('白马飞飞', '苗苗')]|苗圃|无|苗姐、老大、苗二、苗小圃|苗亲
英达|[('热血男人帮', '老铁'), ('我和你', '鸣先生'), ('亲密敌人', 'amy爸爸'), ('戒烟不戒酒', '牛总'), ('东风雨', '老易'), ('爱情维修站', '蒋东'), ('建国大业', '客串 文化界代表'), ('风声', '金生火'), ('鸿运高照', '侯飞'), ('梅兰芳', '冯子光'), ('东京审判', '倪征燠'), ('独自等待', '电视导演'), ('大腕', 'louie wang'), ('甲方乙方', '书店老板'), ('霸王别姬', '戏园老板'), ('最后的贵族', '周大庆'), ('没有硝烟的战斗', '陈繁雄'), ('新编辑部的故事', '制片人'), ('唐朝浪漫英雄', '陶爸'), ('节振国传奇', '陈矿司'), ('战火西北狼', '胡宗南'), ('糊涂的爱', '杜安泽'), ('密战峨眉', '毛书逸'), ('老病号', '杨工'), ('大宅院的女人', '林老太爷'), ('美丽的事', '袁航'), ('红楼梦', '冷子兴'), ('地下交通站', '石原兵太郎'), ('爱如风过', '客串'), ('人生几度秋凉', '大帅'), ('浪漫的事', '黄显维'), ('爱你没商量', '方波'), ('围城', '赵辛楣')]|英达|da ying|赫舍里·英达|无
范·迪塞尔|[('银河护卫队第二辑', '树精格鲁特'), ('速度与激情8', 'dominic toretto'), ('侦探科杰克', '科杰克'), ('比利·林恩漫长的中场休息', 'shroom'), ('极限特工3', 'xander cage'), ('最后的女巫猎人', 'kaulder'), ('速度与激情7', 'dominic toretto'), ('银河护卫队', '树精格鲁特'), ('星际传奇3', 'riddick'), ('速度与激情6', 'dominic toretto'), ('速度与激情5', 'dominic toretto'), ('速度与激情4', 'dominic toretto'), ('生死新纪元', 'toorop'), ('速度与激情3', 'dominic toretto'), ('判我有罪', 'jackie dinorscio'), ('神勇奶爸', 'shane wolfe'), ('星际传奇2', 'riddick'), ('单刀直入', 'sean vetter'), ('黑帮第二代', 'taylor reese'), ('极限特工', 'xander cage'), ('速度与激情', 'dominic toretto'), ('星际传奇', 'riddick'), ('钢铁巨人', 'the iron giant (voice)'), ('拯救大兵瑞恩', 'private adrian caparzo'), ('迷失', 'rick'), ('千面人', 'mike')]|范·迪塞尔|vin diesel|无|无
苗青|[('梦回追凶', '海雯'), ('《七月半2：前世今生》', '朱娜'), ('《撞业奇遇记》', '派对女郎'), ('《冬暖花会开》', '大学同学'), ('《结婚前规则》', '领舞'), ('《乞丐大掌柜》', '翠翠')]|苗青|river miao|无|无
范冰冰|[('白麻雀', '斑玛措'), ('2016-11-08', '李雪莲'), ('2016-09-30', '鬼山莲泉'), ('2016-07-29', '妲己'), ('绝地逃亡', '白舒'), ('大轰炸', '叶佩璇'), ('画框女人', '乌拉那拉氏'), ('日月人鱼', '美人鱼'), ('王朝的女人·杨贵妃', '杨玉环'), ('万物生长', '柳青'), ('白发魔女传之明月天国', '练霓裳'), ('x战警：逆转未来', 'blink'), ('一夜惊喜', '米雪'), ('人再囧途之泰囧', '范冰冰'), ('二次曝光', '宋其'), ('登陆之日', '쉬라이'), ('建党伟业', '隆裕'), ('观音山', '南风'), ('新少林寺', '颜夕'), ('策马', 'pansy'), ('赵氏孤儿', '庄姬公主'), ('日照重庆', '竹青(客串)'), ('东风雨', '欢颜'), ('未来警察', '美莉(客串)'), ('十月围城', '月茹'), ('麦田', '骊'), ('非常完美', '王菁菁'), ('新宿事件', '丽丽'), ('桃花运', '章颖(客串)'), ('回家的路', '田聪'), ('精舞门', 'tina'), ('命运呼叫转移', '宁灿'), ('合约情人', '刘枣'), ('导火线', '秋娣'), ('苹果', '刘苹果'), ('寄生人', '张融'), ('爱情呼叫转移', '陈小雨'), ('心中有鬼', '徐曼丽'), ('墨攻', '逸悦'), ('情癫大圣', '美艳公主'), ('千机变Ⅱ-花都大战', '红鹫'), ('手机', '武月'), ('卧底威龙', '余风'), ('手足情', '张雪菁'), ('河东狮吼', '平安郡主'), ('一见钟情', '久久'), ('赢天下', '寡妇清'), ('武媚娘传奇', '武则天'), ('金大班', '金兆丽'), ('人间情缘', '甘露'), ('会有天使替我爱你', '范文萱'), ('胭脂雪', '文玉禾'), ('庚子风云', '金暖暖'), ('大唐芙蓉园', '杨贵妃'), ('秦始皇', '阿若'), ('突发事件', '罗晓'), ('美丽新天地', '程琳'), ('天一生水', '范韵莲'), ('封神榜之凤鸣岐山', '苏妲己'), ('八大豪侠', '楚湘湘'), ('小鱼儿与花无缺', '铁心兰'), ('巾帼英雄穆桂英', '王丽君'), ('凌云壮志包青天', '耶律傲雪'), ('四号女监', '陈郁'), ('婀娜公主', '婀娜公主'), ('尘埃落定', '塔娜'), ('福星高照猪八戒', '锦毛鼠'), ('萍踪侠影', '云蕾'), ('聚宝盆', '赵雪娥'), ('名捕震关东', '宁安公主'), ('特警飞龙', '余风'), ('江山为重', '吕四娘'), ('皇宫宝贝', '上官雪如'), ('给我一个妈', '马嘉慧'), ('少年包青天ii', '小蜻蜓'), ('人间灶王', '红颜'), ('乱世飘萍', '凤凰女'), ('红尘往事', '林思媛'), ('中关村风云', '苏雪儿'), ('爱情宝典', '宋引章'), ('小李飞刀', '杏儿'), ('还珠格格第二部', '金琐'), ('女强人', '张明铿的未婚妻'), ('菩提达摩传奇', '阿司'), ('青春出动', '黄小朵'), ('还珠格格', '金琐'), ('马永贞之争霸上海滩', '白小蝶'), ('乡野传奇', '虎妞')]|范冰冰|fan bingbing|范爷、冰冰、国际范|无
